Duracion_min;Tr_2.0;Tr_5.0;Tr_10.0;Tr_20.0;Tr_50.0;Tr_100.0;Tr_200.0;Tr_500.0
1025;3,0553267960099317;3,8857660656618007;4,682131506403969;5,300561420776114;6,063906201100851;6,795776656543292;7,231249414892628;8,210701470684933
1030;3,0422082274063844;3,8688398653956444;4,662030669454367;5,277806163090093;6,038110612157579;6,767122673599607;7,200487711244768;8,175763291472403
1035;3,0292091059420962;3,85206882800465;4,642112843075261;5,25525808110087;6,012548880043411;6,738727393820064;7,170004887288048;8,141141896858072
1040;3,01632777483203;3,835450791786379;4,62237548893237;5,232914301328298;5,987217770214017;6,710587248569049;7,139797085742397;8,106832904910066
1045;3,0035626080909195;3,8189836353563638;4,60281611587783;5,210772003708559;5,962114108129814;6,6826987352824885;7,1098605208851495;8,072832014992034
1050;2,9909120098167246;3,802665276707678;4,5834322788524435;5,188828420351472;5,937234777862284;6,655058415935663;7,080191476889042;8,039135005874863
1055;2,9783744134940666;3,7864936722967975;4,5642215778185395;5,167080834332476;5,912576720739115;6,627662915553654;7,050786306206487;8,005737733901004
1060;2,9659482813170053;3,7704668161548995;4,54518165672247;5,14552657851815;5,888136934026907;6,600508920763035;7,021641427998677;7,972636131199671
1065;2,953632103530535;3,7545827390237694;4,526310202485775;5,124163034424187;5,8639124696502325;6,573593178383475;6,992753326608012;7,939826203951346
1070;2,9414243977901835;3,738839507515523;4,50760494402409;5,1029876311047735;5,8399004329458775;6,546912494057977;6,964118550072499;7,907304030699891
1075;2,9293237085391457;3,7232352232953856;4,489063651292907;5,081997844072378;5,816097981451129;6,52046373092051;6,935733708680743;7,875065760710851
1080;2,917328606402398;3,7077680222867864;4,470684134359357;5,061191194246971;5,792502323725061;6,494243808299864;6,907595473566301;7,843107612374417
1085;2,9054376875972308;3,6924360738980564;4,452464242499142;5,040565246933749;5,769110718201717;6,468249700458545;6,879700575340061;7,811425871651641
1090;2,8936495733597094;3,677237580270057;4,434401863317863;5,020117610828446;5,745920472074234;6,4424784353656435;6,852045802759528;7,780016890562564
1095;2,8819629093865453;3,66217077554407;4,416494921895973;4,999845937049399;5,722928940208913;6,4169270935026;6,824628001433817;7,748877085714906
1100;2,870376365291896;3,647233925149306;4,398741379956576;4,979747918195486;5,7001335240882876;6,391592806700816;6,7974440725632395;7,718002936872075
1105;2,8588886340786366;3,63242532510945;4,381139235055418;4,959821287429165;5,677531670782322;6,366472757010152;6,770490971712411;7,687390985559264
1110;2,8474984316236465;3,6177433013676135;4,363686519792341;4,940063817583832;5,655120871946839;6,341564175597353;6,7437657076158555;7,657037833706452
1115;2,8362044961766806;3,60318620912915;4,346381301043541;4,920473320294713;5,632898662848342;6,316864341673444;6,717265341015076;7,626940142327167
1120;2,8250055878724107;3,588752432221775;4,329221679214017;4,901047645152617;5,61086262141443;6,292370581449266;6,690986983526143;7,5970946302319335
1125;2,813900488255232;3,574440382472462;4,31220578750956;4,8817846788798125;5,589010367309027;6,268080267118235;6,664927796536873;7,567498072775319
1130;2,802887999816438;3,5602484991005947;4,295331791227707;4,8626823445273715;5,567339561031642;6,243990815865539;6,639084990132685;7,538147300635571
1135;2,7919669455434066;3,5461752481268958;4,27859788706708;4,843738600693317;5,5458479030399745;6,220099688902944;6,613455822050255;7,509039198625857
1140;2,7811361684804154;3,5322191217976444;4,262002302454549;4,824951440760969;5,524533132895122;6,196404390528464;6,588037596658174;7,480170704536145
1145;2,770394531300746;3,518378638023721;4,245543294889696;4,806318892156843;5,503393028428735;6,172902467210116;6,562827663963743;7,451538808004815
1150;2,759740915889743;3,5046523398340397;4,229219151306043;4,7878390156275605;5,482425404931448;6,149591506693079;6,537823418645158;7,423140549419108
1155;2,7491742229384935;3,4910387948429413;4,213028187448567;4,769509904535173;5,461628114361976;6,126469137129526;6,513022299108327;7,394973018843548
1160;2,738693371547811;3,4775365947311214;4,196968747266998;4,7513296841703605;5,440999044576228;6,1035330262304806;6,48842178656757;7,367033354975524
1165;2,7282972988422296;3,464144354739698;4,181039202324445;4,733296511082982;5,420536118575878;6,080780880439035;6,46401940414952;7,339318744127202
1170;2,7179849595937027;3,450860713177044;4,165237951220901;4,715408572429468;5,400237293775818;6,058210444124319;6,439812716019527;7,311826419233033
1175;2,707755325854729;3,43768433093798;4,149563419031174;4,697664085336548;5,380100561289909;6,035819498795589;6,41579932652991;7,284553658882064
1180;2,697607386600625;3,4246138910349964;4,13401405675685;4,680061296280853;5,360123945234546;6,01360586233587;6,391976879389426;7,257497786374363
1185;2,6875401473806835;3,4116480981411423;4,118588340791863;4,6625984804839264;5,340305502049483;5,991567388254588;6,368343056853337;7,230656168800845
1190;2,6775526299779617;3,3987856781442356;4,103284772401262;4,645273941322185;5,320643319835424;5,969701964958617;6,344895578933472;7,204026216145818
1195;2,6676438720774387;3,386025377712081;4,088101877212846;4,628086009751424;5,3011355177079205;5,9480075150412395;6,321632202627718;7,177605380411601
1200;2,657812926942323;3,3733659638683715;4,0730382047212395;4,611033043745428;5,281780245167077;5,92648199458851;6,298550721168396;7,151391154764589
1205;2,648058863098254;3,3608062235789706;4,05809232780409;4,594113427748285;5,262575681482639;5,9051233925024835;6,275648963288936;7,125381072702137
1210;2,6383807640251895;3,348344963348274;4,043262842250029;4,577325572140034;5,243520035094006;5,883929729840884;6,2529247925083915;7,099572707239676
1215;2,6287777278567583;3,335981008825378;4,028548366298073;4,5606679127152505;5,224611543024767;5,862899059172721;6,230376106433253;7,073963670117507
1220;2,619248867086859;3,323713204419755;4,013947540188121;4,544138910174196;5,205848470311331;5,842029463949392;6,208000836076063;7,048551611026683
1225;2,609793308283309;3,3115404129261945;3,9994590257222624;4,527737049626213;5,187229109445265;5,821319057890874;6,185796945190405;7,023334216853478
1230;2,60041019180835;3,2994615151587294;3,9850815058365763;4,511460840104984;5,1687517798289635;5,8007659843865484;6,163762429621757;6,998309210941899
1235;2,591098671545805;3,287475409593306;3,9708136841831303;4,495308814095351;5,150414827244263;5,780368415910264;6,1418953166738035;6,9734743523737555
1240;2,5818579146347145;3,275581012018952;3,9566542847219073;4,4792795270713555;5,132216623333648;5,76012455344925;6,120193664489768;6,948827435265784
1245;2,572687101209272;3,263777255197209;3,94260205132237;4,463371557045208;5,114155565093718;5,7400326259464975;6,098655561448339;6,924366288083373
1250;2,563585424144876;3,2520630885295994;3,92865574737441;4,447583504126865;5,096230074380538;5,720090889756215;6,07727912557381;6,900088772970412
1255;2,5545520888101394;3,240437477732906;3,9148141554084166;4,4319139900939435;5,078438597426602;5,700297628112037;6,056062503960015;6,8759927850948435
1260;2,545586312824694;3,2288994045220565;3,9010760767242223;4,41636165797167;5,060779604369036;5,680651150607615;6,035003872207725;6,852076252009478
1265;2,536687325822622;3,217447866300396;3,8874403310286767;4,400925171622611;5,043251588788776;5,661149792689248;6,014101433875086;6,828337133027649
1270;2,5278543692213766;3,2060818758571514;3,873905756081619;4,3856032153459;5,025853067260406;5,641791915160253;5,993353419940796;6,804773418613332
1275;2,5190866959960325;3,194800461071904;3,860471207350025;4,370394493485721;5,008582578912372;5,62257590369674;5,972758088279643;6,78138312978531
1280;2,5103835704587256;3,1836026646258544;3,8471355576700996;4,355297730048794;4,9914386849972905;5,603500168374484;5,952313723150089;6,758164317535021
1285;2,501744268043145;3,1724875437197273;3,83389769691711;4,340311668330612;4,974419968472088;5,584563143206606;5,932018634693572;6,735115062257718
1290;2,4931680750939442;3,161454169798122;3,820756531682755;4,325435070550217;4,957525033587703;5,565763285691783;5,911871158445212;6,712233473196595
1295;2,4846542886609315;3,1505016282801384;3,8077109849598583;4,310666717493261;4,940752505488095;5,547099076372674;5,8918696548556255;6,689517687899525
1300;2,476202216297924;3,1396290182961115;3,7947599958342026;4,296005408163156;4,9241010298183285;5,5285690184043395;5,872012508823541;6,66696587168807
1305;2,4678111758661365;3,1288354524303053;3,7819025191833155;4,281449959440091;4,9075692723414726;5,510171637132353;5,852298129238955;6,644576217138471
1310;2,459480495341987;3,118120056469387;3,7691375253820163;4,266999205747703;4,891155918564097;5,491905479680366;5,832724948536516;6,622346943574251
1315;2,4512095126292;3,1074819691565505;3,7564640000145557;4,252651998727207;4,8748596733701435;5,4737691145468785;5,813291422258905;6,600276296570185
1320;2,4429975753751063;3,096920341951132;3,7438809435931724;4,238407206918803;4,858679260662937;5,455761131210986;5,793996028629931;6,578362547467303
1325;2,434844040791014;3,086434338793572;3,7313873712828984;4,224263715450138;4,842613423015149;5,4378801397468335;5,774837268137097;6,556603992898642
1330;2,4267482754765606;3,0760231358755905;3,7189823126324564;4,21022042573168;4,826660921326485;5,420124770446606;5,755813663123384;6,534998954325491
1335;2,4187096552479317;3,065685921415447;3,706664811311087;4,196276255158796;4,810820534488917;5,402493673451788;5,736923757388024;6,5135457775838415
1340;2,4107275649698576;3,055421895438131;3,6944339248511535;4,182430136820378;4,795091059059245;5,384985518392511;5,718166115796037;6,492242832440774
1345;2,402801398391281;3,045230269560388;3,682288724396381;4,168681019213836;4,779471308938826;5,367598994034752;5,69953932389628;6,471088512160554
1350;2,3949305579846105;3,035110266780433;3,670228294455585;4,155027865966316;4,763960115060265;5,350332807935238;5,6810419875478315;6,450081233080162
1355;2,387114454788461;3,025061121272239;3,6582517326617414;4,14146965556196;4,7485563250809095;5,333185686103776;5,662672732554462;6,429219434194039
1360;2,379352508253801;3,0150820781842964;3,6463581495362773;4,1280053810750745;4,733258803082953;5,316156372672914;5,644430204307012;6,408501576747788
1365;2,3716441460934155;3,005172393442709;3,6345466682584395;4,114634049909049;4,718066429280016;5,299243629574683;5,626313067433474;6,38792614384065
1370;2,363988804134599;2,9953313335585343;3,622816424439616;4,101354683540884;4,702978099730001;5,282446236224261;5,608320005456558;6,36749164003648
1375;2,3563859261750078;2,9855581754392557;3,61116656590249;4,088166317271184;4,687992726054092;5,265762989210401;5,59044972045861;6,347196590983056
1380;2,3488349638415804;2,975852206204283;3,5995962524649023;4,075067999979485;4,6731092351617445;5,249192701992441;5,572700932753632;6,327039543039488
1385;2,341335376452457;2,9662127230043827;3,5881046557283023;4,062058793884775;4,658326568981499;5,232734204603719;5,555072380566284;6,307019062911534
1390;2,3338866308818256;2,956639032844932;3,5766909588706848;4,04913777431109;4,6436436841974915;5,216386343361272;5,537562819717663;6,287133737294626
1395;2,3264882014276105;2,9471304524129263;3,5653543564438888;4,036304029458053;4,62905955199152;5,20014798058163;5,520171023317703;6,267382172524418
1400;2,3191395696819557;2,937686307907607;3,5540940541751582;4,023556660176236;4,614573157790511;5,184017994302568;5,50289578146403;6,247762994234663
1405;2,311840224404405;2,9283059348746696;3,5429092687728594;4,010894779747218;4,600183501019283;5,167995278010672;5,485735900947121;6,22827484702226
1410;2,304589661397743;2,9189886780439167;3,531799227736254;3,9983175136682565;4,58588959485845;5,152078740374577;5,468690204961602;6,208916394119266
1415;2,297387383386408;2,909733891170313;3,520763169169229;3,9858239994414095;4,571690466007366;5,136267304983741;5,451757532823543;6,189686317071732
1420;2,290232899897432;2,900540936878327;3,5098003415978787;3,9734133863670444;4,557585154451961;5,120559910092604;5,434936739693608;6,170583315425175
1425;2,283125727143834;2,8914091865095055;3,4989100037918663;3,9610848353416053;4,5435727132373795;5,104955508370035;5,418226696305909;6,151606106416552
1430;2,276065387910415;2,882338019973184;3,488091424589453;3,948837518659547;4,529652208245276;5,089453066653909;5,401626288702434;6,13275342467255
1435;2,269051411441893;2,873326825600265;3,4773438827261143;3,9366706198193198;4,515822717975684;5,074051565710702;5,385134417972914;6,114024021914054
1440;2,2620833333333334;2,8643750000000012;3,466666666666667;3,924583333333334;4,502083333333334;5,05875;5,368749999999998;6,095416666666665
